reviews_augmented
id;отзыв;labels
ex_000605;Честно говоря, не хватает винтов для крепления, придется докупать отдельно. Ожидала лучше.;"[""Проблема с комплектацией""]"
ex_000606;По итогу, не положили запасные элементы, комплектация неполная. Настроение испорчено.;"[""Проблема с комплектацией""]"
ex_000607;В моем случае, в коробке отсутствовала насадка, из-за этого товар бесполезен. Такое не устроило.;"[""Проблема с комплектацией""]"
ex_000608;Пришел неполный набор, очень неприятно.;"[""Проблема с комплектацией""]"
ex_000609;К сожалению, не положили инструкцию и крепления, собрать невозможно. Возврат.;"[""Проблема с комплектацией""]"
ex_000610;Честно говоря, в описании комплекта есть чехол, но его не положили. Больше не закажу.;"[""Проблема с комплектацией""]"
ex_000611;По итогу, в наборе отсутствует крышка, пользоваться неудобно. Очень жаль.;"[""Проблема с комплектацией""]"
ex_000612;В моем случае, заказывала комплект, а пришел один предмет. Для меня это минус.;"[""Проблема с комплектацией""]"
ex_000613;Нет переходника, хотя он указан в комплекте. Ожидала лучше.;"[""Проблема с комплектацией""]"
ex_000614;К сожалению, пришла только часть набора, нескольких деталей нет. Настроение испорчено.;"[""Проблема с комплектацией""]"
ex_000615;Честно говоря, открыла упаковку — нет одной важной детали. Такое не устроило.;"[""Проблема с комплектацией""]"
ex_000616;По итогу, в комплекте не оказалось кабеля, хотя он должен быть.;"[""Проблема с комплектацией""]"
ex_000617;В моем случае, не хватает винтов для крепления, придется докупать отдельно. Возврат.;"[""Проблема с комплектацией""]"
ex_000618;Не положили запасные элементы, комплектация неполная. Больше не закажу.;"[""Проблема с комплектацией""]"
ex_000619;К сожалению, в коробке отсутствовала насадка, из-за этого товар бесполезен. Очень жаль.;"[""Проблема с комплектацией""]"
ex_000620;Честно говоря, пришел неполный набор, очень неприятно. Для меня это минус.;"[""Проблема с комплектацией""]"
ex_000621;По итогу, не положили инструкцию и крепления, собрать невозможно. Ожидала лучше.;"[""Проблема с комплектацией""]"
ex_000622;В моем случае, в описании комплекта есть чехол, но его не положили. Настроение испорчено.;"[""Проблема с комплектацией""]"
ex_000623;В наборе отсутствует крышка, пользоваться неудобно. Такое не устроило.;"[""Проблема с комплектацией""]"
ex_000624;К сожалению, заказывала комплект, а пришел один предмет.;"[""Проблема с комплектацией""]"
ex_000625;Честно говоря, нет переходника, хотя он указан в комплекте. Возврат.;"[""Проблема с комплектацией""]"
ex_000626;По итогу, пришла только часть набора, нескольких деталей нет. Больше не закажу.;"[""Проблема с комплектацией""]"
ex_000627;В моем случае, открыла упаковку — нет одной важной детали. Очень жаль.;"[""Проблема с комплектацией""]"
ex_000628;В комплекте не оказалось кабеля, хотя он должен быть. Для меня это минус.;"[""Проблема с комплектацией""]"
ex_000629;К сожалению, не хватает винтов для крепления, придется докупать отдельно. Ожидала лучше.;"[""Проблема с комплектацией""]"
ex_000630;Честно говоря, не положили запасные элементы, комплектация неполная. Настроение испорчено.;"[""Проблема с комплектацией""]"
ex_000631;По итогу, в коробке отсутствовала насадка, из-за этого товар бесполезен. Такое не устроило.;"[""Проблема с комплектацией""]"
ex_000632;В моем случае, пришел неполный набор, очень неприятно.;"[""Проблема с комплектацией""]"
ex_000633;Не положили инструкцию и крепления, собрать невозможно. Возврат.;"[""Проблема с комплектацией""]"
ex_000634;К сожалению, в описании комплекта есть чехол, но его не положили. Больше не закажу.;"[""Проблема с комплектацией""]"
ex_000635;Честно говоря, в наборе отсутствует крышка, пользоваться неудобно. Очень жаль.;"[""Проблема с комплектацией""]"
ex_000636;По итогу, заказывала комплект, а пришел один предмет. Для меня это минус.;"[""Проблема с комплектацией""]"
ex_000637;В моем случае, нет переходника, хотя он указан в комплекте. Ожидала лучше.;"[""Проблема с комплектацией""]"
ex_000638;Пришла только часть набора, нескольких деталей нет. Настроение испорчено.;"[""Проблема с комплектацией""]"
ex_000639;К сожалению, открыла упаковку — нет одной важной детали. Такое не устроило.;"[""Проблема с комплектацией""]"
ex_000640;Честно говоря, в комплекте не оказалось кабеля, хотя он должен быть.;"[""Проблема с комплектацией""]"
ex_000641;По итогу, не хватает винтов для крепления, придется докупать отдельно. Возврат.;"[""Проблема с комплектацией""]"
ex_000642;В моем случае, не положили запасные элементы, комплектация неполная. Больше не закажу.;"[""Проблема с комплектацией""]"
ex_000643;В коробке отсутствовала насадка, из-за этого товар бесполезен. Очень жаль.;"[""Проблема с комплектацией""]"
ex_000644;К сожалению, пришел неполный набор, очень неприятно. Для меня это минус.;"[""Проблема с комплектацией""]"
ex_000645;Честно говоря, не положили инструкцию и крепления, собрать невозможно. Ожидала лучше.;"[""Проблема с комплектацией""]"
ex_000646;По итогу, в описании комплекта есть чехол, но его не положили. Настроение испорчено.;"[""Проблема с комплектацией""]"
ex_000647;В моем случае, в наборе отсутствует крышка, пользоваться неудобно. Такое не устроило.;"[""Проблема с комплектацией""]"
ex_000648;Заказывала комплект, а пришел один предмет.;"[""Проблема с комплектацией""]"
ex_000649;К сожалению, нет переходника, хотя он указан в комплекте. Возврат.;"[""Проблема с комплектацией""]"
ex_000650;Честно говоря, пришла только часть набора, нескольких деталей нет. Больше не закажу.;"[""Проблема с комплектацией""]"
ex_000651;По итогу, открыла упаковку — нет одной важной детали. Очень жаль.;"[""Проблема с комплектацией""]"
ex_000652;В моем случае, в комплекте не оказалось кабеля, хотя он должен быть. Для меня это минус.;"[""Проблема с комплектацией""]"
ex_000653;Не хватает винтов для крепления, придется докупать отдельно. Ожидала лучше.;"[""Проблема с комплектацией""]"
ex_000654;К сожалению, не положили запасные элементы, комплектация неполная. Настроение испорчено.;"[""Проблема с комплектацией""]"
ex_000655;Честно говоря, в коробке отсутствовала насадка, из-за этого товар бесполезен. Такое не устроило.;"[""Проблема с комплектацией""]"
ex_000656;По итогу, пришел неполный набор, очень неприятно.;"[""Проблема с комплектацией""]"
ex_000657;В моем случае, не положили инструкцию и крепления, собрать невозможно. Возврат.;"[""Проблема с комплектацией""]"
ex_000658;В описании комплекта есть чехол, но его не положили. Больше не закажу.;"[""Проблема с комплектацией""]"
ex_000659;К сожалению, в наборе отсутствует крышка, пользоваться неудобно. Очень жаль.;"[""Проблема с комплектацией""]"
ex_000660;Коробка пришла вся мятая, сам товар вроде целый.;"[""Проблема с упаковкой""]"
ex_000661;К сожалению, упаковано плохо, внутри все болталось. Возврат.;"[""Проблема с упаковкой""]"
ex_000662;Честно говоря, пломба на упаковке была сорвана. Больше не закажу.;"[""Проблема с упаковкой""]"
ex_000663;По итогу, товар просто бросили в тонкий пакет без пупырки. Очень жаль.;"[""Проблема с упаковкой""]"
ex_000664;В моем случае, за упаковку минус: углы коробки сильно замяты. Для меня это минус.;"[""Проблема с упаковкой""]"
ex_000665;Упаковка была вскрыта, неприятно получать в таком виде. Ожидала лучше.;"[""Проблема с упаковкой""]"
ex_000666;К сожалению, внешняя упаковка разорвана по шву. Настроение испорчено.;"[""Проблема с упаковкой""]"
ex_000667;Честно говоря, пакет вскрытый, вид у заказа неаккуратный. Такое не устроило.;"[""Проблема с упаковкой""]"
ex_000668;По итогу, коробка грязная и помятая, для подарка уже не годится.;"[""Проблема с упаковкой""]"
ex_000669;В моем случае, никакой защиты при перевозке, упаковка совсем слабая. Возврат.;"[""Проблема с упаковкой""]"
ex_000670;Пакет порван, защиты почти не было. Больше не закажу.;"[""Проблема с упаковкой""]"
ex_000671;К сожалению, пришло без нормальной коробки, только в пленке. Очень жаль.;"[""Проблема с упаковкой""]"
ex_000672;Честно говоря, коробка пришла вся мятая, сам товар вроде целый. Для меня это минус.;"[""Проблема с упаковкой""]"
ex_000673;По итогу, упаковано плохо, внутри все болталось. Ожидала лучше.;"[""Проблема с упаковкой""]"
ex_000674;В моем случае, пломба на упаковке была сорвана. Настроение испорчено.;"[""Проблема с упаковкой""]"
ex_000675;Товар просто бросили в тонкий пакет без пупырки. Такое не устроило.;"[""Проблема с упаковкой""]"
ex_000676;К сожалению, за упаковку минус: углы коробки сильно замяты.;"[""Проблема с упаковкой""]"
ex_000677;Честно говоря, упаковка была вскрыта, неприятно получать в таком виде. Возврат.;"[""Проблема с упаковкой""]"
ex_000678;По итогу, внешняя упаковка разорвана по шву. Больше не закажу.;"[""Проблема с упаковкой""]"
ex_000679;В моем случае, пакет вскрытый, вид у заказа неаккуратный. Очень жаль.;"[""Проблема с упаковкой""]"
ex_000680;Коробка грязная и помятая, для подарка уже не годится. Для меня это минус.;"[""Проблема с упаковкой""]"
ex_000681;К сожалению, никакой защиты при перевозке, упаковка совсем слабая. Ожидала лучше.;"[""Проблема с упаковкой""]"
ex_000682;Честно говоря, пакет порван, защиты почти не было. Настроение испорчено.;"[""Проблема с упаковкой""]"
ex_000683;По итогу, пришло без нормальной коробки, только в пленке. Такое не устроило.;"[""Проблема с упаковкой""]"
ex_000684;В моем случае, коробка пришла вся мятая, сам товар вроде целый.;"[""Проблема с упаковкой""]"
ex_000685;Упаковано плохо, внутри все болталось. Возврат.;"[""Проблема с упаковкой""]"
ex_000686;К сожалению, пломба на упаковке была сорвана. Больше не закажу.;"[""Проблема с упаковкой""]"
ex_000687;Честно говоря, товар просто бросили в тонкий пакет без пупырки. Очень жаль.;"[""Проблема с упаковкой""]"
ex_000688;По итогу, за упаковку минус: углы коробки сильно замяты. Для меня это минус.;"[""Проблема с упаковкой""]"
ex_000689;В моем случае, упаковка была вскрыта, неприятно получать в таком виде. Ожидала лучше.;"[""Проблема с упаковкой""]"
ex_000690;Внешняя упаковка разорвана по шву. Настроение испорчено.;"[""Проблема с упаковкой""]"
ex_000691;К сожалению, пакет вскрытый, вид у заказа неаккуратный. Такое не устроило.;"[""Проблема с упаковкой""]"
ex_000692;Честно говоря, коробка грязная и помятая, для подарка уже не годится.;"[""Проблема с упаковкой""]"
ex_000693;По итогу, никакой защиты при перевозке, упаковка совсем слабая. Возврат.;"[""Проблема с упаковкой""]"
ex_000694;В моем случае, пакет порван, защиты почти не было. Больше не закажу.;"[""Проблема с упаковкой""]"
ex_000695;Пришло без нормальной коробки, только в пленке. Очень жаль.;"[""Проблема с упаковкой""]"
ex_000696;К сожалению, коробка пришла вся мятая, сам товар вроде целый. Для меня это минус.;"[""Проблема с упаковкой""]"
ex_000697;Честно говоря, упаковано плохо, внутри все болталось. Ожидала лучше.;"[""Проблема с упаковкой""]"
ex_000698;По итогу, пломба на упаковке была сорвана. Настроение испорчено.;"[""Проблема с упаковкой""]"
ex_000699;В моем случае, товар просто бросили в тонкий пакет без пупырки. Такое не устроило.;"[""Проблема с упаковкой""]"
ex_000700;За упаковку минус: углы коробки сильно замяты.;"[""Проблема с упаковкой""]"
ex_000701;К сожалению, упаковка была вскрыта, неприятно получать в таком виде. Возврат.;"[""Проблема с упаковкой""]"
ex_000702;Честно говоря, внешняя упаковка разорвана по шву. Больше не закажу.;"[""Проблема с упаковкой""]"
ex_000703;По итогу, пакет вскрытый, вид у заказа неаккуратный. Очень жаль.;"[""Проблема с упаковкой""]"
ex_000704;В моем случае, коробка грязная и помятая, для подарка уже не годится. Для меня это минус.;"[""Проблема с упаковкой""]"
ex_000705;Никакой защиты при перевозке, упаковка совсем слабая. Ожидала лучше.;"[""Проблема с упаковкой""]"
ex_000706;К сожалению, пакет порван, защиты почти не было. Настроение испорчено.;"[""Проблема с упаковкой""]"
ex_000707;Честно говоря, пришло без нормальной коробки, только в пленке. Такое не устроило.;"[""Проблема с упаковкой""]"
ex_000708;По итогу, коробка пришла вся мятая, сам товар вроде целый.;"[""Проблема с упаковкой""]"
ex_000709;В моем случае, упаковано плохо, внутри все болталось. Возврат.;"[""Проблема с упаковкой""]"
ex_000710;Пломба на упаковке была сорвана. Больше не закажу.;"[""Проблема с упаковкой""]"
ex_000711;К сожалению, товар просто бросили в тонкий пакет без пупырки. Очень жаль.;"[""Проблема с упаковкой""]"
ex_000712;Честно говоря, за упаковку минус: углы коробки сильно замяты. Для меня это минус.;"[""Проблема с упаковкой""]"
ex_000713;По итогу, упаковка была вскрыта, неприятно получать в таком виде. Ожидала лучше.;"[""Проблема с упаковкой""]"
ex_000714;В моем случае, внешняя упаковка разорвана по шву. Настроение испорчено.;"[""Проблема с упаковкой""]"
ex_000715;Пакет вскрытый, вид у заказа неаккуратный. Такое не устроило.;"[""Проблема с упаковкой""]"
ex_000716;К сожалению, коробка грязная и помятая, для подарка уже не годится.;"[""Проблема с упаковкой""]"
ex_000717;Честно говоря, никакой защиты при перевозке, упаковка совсем слабая. Возврат.;"[""Проблема с упаковкой""]"
ex_000718;По итогу, пакет порван, защиты почти не было. Больше не закажу.;"[""Проблема с упаковкой""]"
ex_000719;В моем случае, пришло без нормальной коробки, только в пленке. Очень жаль.;"[""Проблема с упаковкой""]"
ex_000720;Коробка пришла вся мятая, сам товар вроде целый. Для меня это минус.;"[""Проблема с упаковкой""]"
ex_000721;К сожалению, упаковано плохо, внутри все болталось. Ожидала лучше.;"[""Проблема с упаковкой""]"
ex_000722;Честно говоря, пломба на упаковке была сорвана. Настроение испорчено.;"[""Проблема с упаковкой""]"
ex_000723;По итогу, товар просто бросили в тонкий пакет без пупырки. Такое не устроило.;"[""Проблема с упаковкой""]"
ex_000724;В моем случае, за упаковку минус: углы коробки сильно замяты.;"[""Проблема с упаковкой""]"
ex_000725;Упаковка была вскрыта, неприятно получать в таком виде. Возврат.;"[""Проблема с упаковкой""]"
ex_000726;К сожалению, внешняя упаковка разорвана по шву. Больше не закажу.;"[""Проблема с упаковкой""]"
ex_000727;Честно говоря, пакет вскрытый, вид у заказа неаккуратный. Очень жаль.;"[""Проблема с упаковкой""]"
ex_000728;По итогу, коробка грязная и помятая, для подарка уже не годится. Для меня это минус.;"[""Проблема с упаковкой""]"
ex_000729;В моем случае, никакой защиты при перевозке, упаковка совсем слабая. Ожидала лучше.;"[""Проблема с упаковкой""]"
ex_000730;Пакет порван, защиты почти не было. Настроение испорчено.;"[""Проблема с упаковкой""]"
ex_000731;К сожалению, пришло без нормальной коробки, только в пленке. Такое не устроило.;"[""Проблема с упаковкой""]"
ex_000732;Честно говоря, коробка пришла вся мятая, сам товар вроде целый.;"[""Проблема с упаковкой""]"
ex_000733;По итогу, упаковано плохо, внутри все болталось. Возврат.;"[""Проблема с упаковкой""]"
ex_000734;В моем случае, пломба на упаковке была сорвана. Больше не закажу.;"[""Проблема с упаковкой""]"
ex_000735;Товар просто бросили в тонкий пакет без пупырки. Очень жаль.;"[""Проблема с упаковкой""]"
ex_000736;К сожалению, за упаковку минус: углы коробки сильно замяты. Для меня это минус.;"[""Проблема с упаковкой""]"
ex_000737;Честно говоря, упаковка была вскрыта, неприятно получать в таком виде. Ожидала лучше.;"[""Проблема с упаковкой""]"
ex_000738;По итогу, внешняя упаковка разорвана по шву. Настроение испорчено.;"[""Проблема с упаковкой""]"
ex_000739;В моем случае, пакет вскрытый, вид у заказа неаккуратный. Такое не устроило.;"[""Проблема с упаковкой""]"
ex_000740;Коробка грязная и помятая, для подарка уже не годится.;"[""Проблема с упаковкой""]"
ex_000741;К сожалению, никакой защиты при перевозке, упаковка совсем слабая. Возврат.;"[""Проблема с упаковкой""]"
ex_000742;Честно говоря, пакет порван, защиты почти не было. Больше не закажу.;"[""Проблема с упаковкой""]"
ex_000743;По итогу, пришло без нормальной коробки, только в пленке. Очень жаль.;"[""Проблема с упаковкой""]"
ex_000744;В моем случае, коробка пришла вся мятая, сам товар вроде целый. Для меня это минус.;"[""Проблема с упаковкой""]"
ex_000745;Упаковано плохо, внутри все болталось. Ожидала лучше.;"[""Проблема с упаковкой""]"
ex_000746;К сожалению, пломба на упаковке была сорвана. Настроение испорчено.;"[""Проблема с упаковкой""]"
ex_000747;Честно говоря, товар просто бросили в тонкий пакет без пупырки. Такое не устроило.;"[""Проблема с упаковкой""]"
ex_000748;По итогу, за упаковку минус: углы коробки сильно замяты.;"[""Проблема с упаковкой""]"
ex_000749;В моем случае, упаковка была вскрыта, неприятно получать в таком виде. Возврат.;"[""Проблема с упаковкой""]"
ex_000750;Внешняя упаковка разорвана по шву. Больше не закажу.;"[""Проблема с упаковкой""]"
ex_000751;К сожалению, пакет вскрытый, вид у заказа неаккуратный. Очень жаль.;"[""Проблема с упаковкой""]"
ex_000752;Честно говоря, коробка грязная и помятая, для подарка уже не годится. Для меня это минус.;"[""Проблема с упаковкой""]"
ex_000753;По итогу, никакой защиты при перевозке, упаковка совсем слабая. Ожидала лучше.;"[""Проблема с упаковкой""]"
ex_000754;В моем случае, пакет порван, защиты почти не было. Настроение испорчено.;"[""Проблема с упаковкой""]"
ex_000755;Доставка задержалась на неделю, сроки постоянно переносили.;"[""Проблема доставки / получения""]"
ex_000756;К сожалению, доставку несколько раз переносили без объяснений. Возврат.;"[""Проблема доставки / получения""]"
ex_000757;Честно говоря, посылка пришла в другой город, пришлось ждать пересылку. Больше не закажу.;"[""Проблема доставки / получения""]"
ex_000758;По итогу, очень долго ехал заказ, хотя дата была указана другая. Очень жаль.;"[""Проблема доставки / получения""]"
ex_000759;В моем случае, в пункте выдачи отдали не сразу, была путаница с кодом. Для меня это минус.;"[""Проблема доставки / получения""]"
ex_000760;Заказ привезли не в тот пункт выдачи. Ожидала лучше.;"[""Проблема доставки / получения""]"
ex_000761;К сожалению, заказ потеряли, потом нашли только через поддержку. Настроение испорчено.;"[""Проблема доставки / получения""]"
ex_000762;Честно говоря, статус доставки долго не обновлялся, получить вовремя не удалось. Такое не устроило.;"[""Проблема доставки / получения""]"
ex_000763;По итогу, получение заняло много времени, в пункте не могли найти заказ.;"[""Проблема доставки / получения""]"
ex_000764;В моем случае, срок доставки сорвали, товар нужен был к конкретной дате. Возврат.;"[""Проблема доставки / получения""]"
ex_000765;Курьер не позвонил и отметил, что меня не было дома. Больше не закажу.;"[""Проблема доставки / получения""]"
ex_000766;К сожалению, курьер приехал в неудобное время, договориться не получилось. Очень жаль.;"[""Проблема доставки / получения""]"
ex_000767;Честно говоря, доставка задержалась на неделю, сроки постоянно переносили. Для меня это минус.;"[""Проблема доставки / получения""]"
ex_000768;По итогу, доставку несколько раз переносили без объяснений. Ожидала лучше.;"[""Проблема доставки / получения""]"
ex_000769;В моем случае, посылка пришла в другой город, пришлось ждать пересылку. Настроение испорчено.;"[""Проблема доставки / получения""]"
ex_000770;Очень долго ехал заказ, хотя дата была указана другая. Такое не устроило.;"[""Проблема доставки / получения""]"
ex_000771;К сожалению, в пункте выдачи отдали не сразу, была путаница с кодом.;"[""Проблема доставки / получения""]"
ex_000772;Честно говоря, заказ привезли не в тот пункт выдачи. Возврат.;"[""Проблема доставки / получения""]"
ex_000773;По итогу, заказ потеряли, потом нашли только через поддержку. Больше не закажу.;"[""Проблема доставки / получения""]"
ex_000774;В моем случае, статус доставки долго не обновлялся, получить вовремя не удалось. Очень жаль.;"[""Проблема доставки / получения""]"
ex_000775;Получение заняло много времени, в пункте не могли найти заказ. Для меня это минус.;"[""Проблема доставки / получения""]"
ex_000776;К сожалению, срок доставки сорвали, товар нужен был к конкретной дате. Ожидала лучше.;"[""Проблема доставки / получения""]"
ex_000777;Честно говоря, курьер не позвонил и отметил, что меня не было дома. Настроение испорчено.;"[""Проблема доставки / получения""]"
ex_000778;По итогу, курьер приехал в неудобное время, договориться не получилось. Такое не устроило.;"[""Проблема доставки / получения""]"
ex_000779;В моем случае, доставка задержалась на неделю, сроки постоянно переносили.;"[""Проблема доставки / получения""]"
ex_000780;Доставку несколько раз переносили без объяснений. Возврат.;"[""Проблема доставки / получения""]"
ex_000781;К сожалению, посылка пришла в другой город, пришлось ждать пересылку. Больше не закажу.;"[""Проблема доставки / получения""]"
ex_000782;Честно говоря, очень долго ехал заказ, хотя дата была указана другая. Очень жаль.;"[""Проблема доставки / получения""]"
ex_000783;По итогу, в пункте выдачи отдали не сразу, была путаница с кодом. Для меня это минус.;"[""Проблема доставки / получения""]"
ex_000784;В моем случае, заказ привезли не в тот пункт выдачи. Ожидала лучше.;"[""Проблема доставки / получения""]"
ex_000785;Заказ потеряли, потом нашли только через поддержку. Настроение испорчено.;"[""Проблема доставки / получения""]"
ex_000786;К сожалению, статус доставки долго не обновлялся, получить вовремя не удалось. Такое не устроило.;"[""Проблема доставки / получения""]"
ex_000787;Честно говоря, получение заняло много времени, в пункте не могли найти заказ.;"[""Проблема доставки / получения""]"
ex_000788;По итогу, срок доставки сорвали, товар нужен был к конкретной дате. Возврат.;"[""Проблема доставки / получения""]"
ex_000789;В моем случае, курьер не позвонил и отметил, что меня не было дома. Больше не закажу.;"[""Проблема доставки / получения""]"
ex_000790;Курьер приехал в неудобное время, договориться не получилось. Очень жаль.;"[""Проблема доставки / получения""]"
ex_000791;К сожалению, доставка задержалась на неделю, сроки постоянно переносили. Для меня это минус.;"[""Проблема доставки / получения""]"
ex_000792;Честно говоря, доставку несколько раз переносили без объяснений. Ожидала лучше.;"[""Проблема доставки / получения""]"
ex_000793;По итогу, посылка пришла в другой город, пришлось ждать пересылку. Настроение испорчено.;"[""Проблема доставки / получения""]"
ex_000794;В моем случае, очень долго ехал заказ, хотя дата была указана другая. Такое не устроило.;"[""Проблема доставки / получения""]"
ex_000795;В пункте выдачи отдали не сразу, была путаница с кодом.;"[""Проблема доставки / получения""]"
ex_000796;К сожалению, заказ привезли не в тот пункт выдачи. Возврат.;"[""Проблема доставки / получения""]"
ex_000797;Честно говоря, заказ потеряли, потом нашли только через поддержку. Больше не закажу.;"[""Проблема доставки / получения""]"
ex_000798;По итогу, статус доставки долго не обновлялся, получить вовремя не удалось. Очень жаль.;"[""Проблема доставки / получения""]"
ex_000799;В моем случае, получение заняло много времени, в пункте не могли найти заказ. Для меня это минус.;"[""Проблема доставки / получения""]"
ex_000800;Срок доставки сорвали, товар нужен был к конкретной дате. Ожидала лучше.;"[""Проблема доставки / получения""]"
ex_000801;К сожалению, курьер не позвонил и отметил, что меня не было дома. Настроение испорчено.;"[""Проблема доставки / получения""]"
ex_000802;Честно говоря, курьер приехал в неудобное время, договориться не получилось. Такое не устроило.;"[""Проблема доставки / получения""]"
ex_000803;По итогу, доставка задержалась на неделю, сроки постоянно переносили.;"[""Проблема доставки / получения""]"
ex_000804;В моем случае, доставку несколько раз переносили без объяснений. Возврат.;"[""Проблема доставки / получения""]"
ex_000805;Посылка пришла в другой город, пришлось ждать пересылку. Больше не закажу.;"[""Проблема доставки / получения""]"
ex_000806;К сожалению, очень долго ехал заказ, хотя дата была указана другая. Очень жаль.;"[""Проблема доставки / получения""]"
ex_000807;Честно говоря, в пункте выдачи отдали не сразу, была путаница с кодом. Для меня это минус.;"[""Проблема доставки / получения""]"
ex_000808;По итогу, заказ привезли не в тот пункт выдачи. Ожидала лучше.;"[""Проблема доставки / получения""]"
ex_000809;В моем случае, заказ потеряли, потом нашли только через поддержку. Настроение испорчено.;"[""Проблема доставки / получения""]"
ex_000810;Статус доставки долго не обновлялся, получить вовремя не удалось. Такое не устроило.;"[""Проблема доставки / получения""]"
ex_000811;К сожалению, получение заняло много времени, в пункте не могли найти заказ.;"[""Проблема доставки / получения""]"
ex_000812;Честно говоря, срок доставки сорвали, товар нужен был к конкретной дате. Возврат.;"[""Проблема доставки / получения""]"
ex_000813;По итогу, курьер не позвонил и отметил, что меня не было дома. Больше не закажу.;"[""Проблема доставки / получения""]"
ex_000814;В моем случае, курьер приехал в неудобное время, договориться не получилось. Очень жаль.;"[""Проблема доставки / получения""]"
ex_000815;Доставка задержалась на неделю, сроки постоянно переносили. Для меня это минус.;"[""Проблема доставки / получения""]"
ex_000816;К сожалению, доставку несколько раз переносили без объяснений. Ожидала лучше.;"[""Проблема доставки / получения""]"
ex_000817;Честно говоря, посылка пришла в другой город, пришлось ждать пересылку. Настроение испорчено.;"[""Проблема доставки / получения""]"
ex_000818;По итогу, очень долго ехал заказ, хотя дата была указана другая. Такое не устроило.;"[""Проблема доставки / получения""]"
ex_000819;В моем случае, в пункте выдачи отдали не сразу, была путаница с кодом.;"[""Проблема доставки / получения""]"
ex_000820;Заказ привезли не в тот пункт выдачи. Возврат.;"[""Проблема доставки / получения""]"
ex_000821;К сожалению, заказ потеряли, потом нашли только через поддержку. Больше не закажу.;"[""Проблема доставки / получения""]"
ex_000822;Честно говоря, статус доставки долго не обновлялся, получить вовремя не удалось. Очень жаль.;"[""Проблема доставки / получения""]"
ex_000823;По итогу, получение заняло много времени, в пункте не могли найти заказ. Для меня это минус.;"[""Проблема доставки / получения""]"
ex_000824;В моем случае, срок доставки сорвали, товар нужен был к конкретной дате. Ожидала лучше.;"[""Проблема доставки / получения""]"
ex_000825;Курьер не позвонил и отметил, что меня не было дома. Настроение испорчено.;"[""Проблема доставки / получения""]"
ex_000826;К сожалению, курьер приехал в неудобное время, договориться не получилось. Такое не устроило.;"[""Проблема доставки / получения""]"
ex_000827;Честно говоря, доставка задержалась на неделю, сроки постоянно переносили.;"[""Проблема доставки / получения""]"
ex_000828;По итогу, доставку несколько раз переносили без объяснений. Возврат.;"[""Проблема доставки / получения""]"
